node_id	module_merged	node_name
11638	1	MICOS13
1601	1	BOLA1
5448	1	ZFP28
1366	1	RBAK
7961	1	THUMPD1
11831	1	RSF1
10515	1	MRFAP1
14192	1	ARPC5L
13829	1	TXNL4B
15133	1	MICAL3
4739	1	RIC8A
2916	1	SRRM1
9548	1	DMAC2
12123	1	SLC37A3
14789	1	STOML1
10892	1	TIMM17B
10505	1	DNAJC21
5593	1	UBXN4
3703	1	HSBP1
7254	1	ZMAT2
2595	1	ARL5B
917	1	CBR4
4471	1	RALA
4665	1	NAP1L4
871	1	IK
11125	1	SMIM12
10396	1	PDGFC
12560	1	LRRC42
7807	1	TUBD1
8624	1	PIGG
1640	1	TM2D2
12740	1	UTP20
3066	1	UBAP2
3229	1	NSA2
9081	1	TMEM62
11607	1	RIC1
2	1	ENPP1
14299	1	STX18
2742	1	SPNS1
9918	1	TFB1M
196	1	ZNF287
5604	1	GABRQ
11304	1	MIPOL1
13131	1	SNX22
14358	1	C5orf30
9561	1	REXO2
1449	1	UBAP2L
7036	1	SPATA2
2547	1	SYAP1
13775	1	RNF115
13631	1	DDX49
7017	1	HABP4
7590	1	YLPM1
12882	1	CHMP6
605	1	PRDX5
4472	1	NXPE3
7628	1	ECD
9109	1	CHMP2A
8375	1	KDM2A
7357	1	FAM210A
15193	1	SMIM13
4275	1	BTF3L4
1677	1	SON
10944	1	COG3
7107	1	FSD1L
3430	1	RAB2B
7565	1	SP2
1830	1	SRP14
4484	1	VN1R2
1073	1	HMGN2
3478	1	DCAF16
11492	1	NSFL1C
8064	1	HHEX
1833	1	RNF144B
9284	1	U2SURP
2903	1	PHAX
7011	1	USP34
13733	1	NIPSNAP2
5506	1	TTC5
2661	1	EEFSEC
4021	1	MRPL17
4456	1	UTP3
5993	1	AFF1
11404	1	BCL9
13094	1	CENPX
5135	1	MRPS30
13616	1	ZBTB43
14393	1	TCF20
13534	1	BNIP1
6525	1	SNX3
8330	1	CRYZ
11495	1	LTV1
9465	1	FOXA2
9591	1	IRF2BPL
7274	1	DNAJC11
165	1	FAM32A
1481	1	SMYD4
589	1	RIMKLB
8970	1	FRRS1L
7839	1	TRIM56
4487	1	DNAJC17
12868	1	PAQR4
13385	1	DBNDD1
5979	1	ZNF580
4411	1	VPS25
11255	1	PAF1
13630	1	GOLT1B
10969	1	KCTD5
6649	1	TRAPPC8
4649	1	REPS1
7380	1	BAZ2A
10269	1	GNL2
3698	1	CWC22
11693	1	CNOT10
12113	1	ARL8B
7516	1	SAP130
8118	1	HMCES
4896	1	SF3B6
1311	1	RTL6
4584	1	ABT1
12571	1	SUPV3L1
6740	1	GAPVD1
5599	1	SLC1A5
15201	1	EXOC6B
10873	1	LRRC40
7122	1	ZNF317
14464	1	UBE2J2
7924	1	BCAM
8925	1	TOMM34
11715	1	SLC16A11
13198	1	SLTM
3773	1	ARL15
4622	1	ASB1
10302	1	UTP6
4773	1	SDF2L1
1142	1	FBXL20
14166	1	EFL1
4223	1	NDUFA8
2163	1	BCAT1
1898	1	SURF6
8868	1	CARS1
13909	1	MKLN1
3598	1	KDM6B
523	1	RO60
3391	1	FAM53C
609	1	FIBP
11183	1	ITPRIPL2
4081	1	SIVA1
8914	1	PUM2
13231	1	MED7
10880	1	BEGAIN
11001	1	PTP4A1
1775	1	PSMG4
425	1	GPKOW
13761	1	CHIC2
6576	1	R3HDM2
4994	1	AKR7A2
8674	1	MRPL13
5538	1	POLR3F
1013	1	RNMT
4682	1	AHCYL2
5112	1	MLLT10
6089	1	FASTKD5
15018	1	MAGOHB
1642	1	HSPA8
13272	1	HSPA1A
4948	1	FBXO21
4167	1	FKBP15
12377	1	PPHLN1
4419	1	MRPL16
8107	1	ATG2B
9331	1	IREB2
13643	1	SLC6A9
11543	1	NDUFB4
9512	1	DNTTIP2
13359	1	WHAMM
897	1	STK32C
12554	1	NRBF2
11350	1	C14orf119
5620	1	ISG20L2
10862	1	NTPCR
14536	1	SMG8
999	1	PCF11
3894	1	ZFYVE16
5880	1	MICU2
2021	1	RAB12
1228	1	MTAP
7206	1	LSM14A
10844	1	MTMR11
1823	1	C9orf64
10530	1	MRPL14
14739	1	DCAF13
12673	1	RFK
2316	1	RBM17
2006	1	SFSWAP
15240	1	HGH1
10804	1	RAB11FIP2
14564	1	CNIH4
7889	1	DELE1
14499	1	RPRD1B
13077	1	SNX33
6549	1	SNRPB2
9583	1	ADCK2
7680	1	DTD1
4812	1	LRCH3
2592	1	YEATS2
11200	1	ZNF385C
7444	1	ZBTB11
7965	1	KLF5
4977	1	CLIC4
13917	1	FAM222B
15103	1	INTS4
14021	1	DNPEP
1666	1	PDCD11
8484	1	CHRAC1
6562	1	ATG101
9745	1	TPCN2
2093	1	CMTR1
3367	1	TOR3A
8964	1	SLC25A16
5705	1	ZNF639
4139	1	CDK12
4529	1	TOR1AIP2
3053	1	ZNF473
2297	1	SREK1
9456	1	MRPL27
7295	1	CHCHD1
2119	1	CCDC174
731	1	CNOT11
7662	1	ZNF765
9969	1	CNOT8
10695	1	DDX46
4218	1	WDR12
14819	1	COMMD2
3142	1	VEZF1
7882	1	MT2A
9483	1	MT1F
6092	1	TYRO3
13816	1	COPB2
14428	1	TXNIP
2260	1	ZNF280D
7656	1	TCEAL4
2975	1	ZNF777
3724	1	YTHDC2
8981	1	MRPL43
263	1	EXOSC10
3866	1	AGPAT5
5616	1	UBL5
7188	1	TM2D3
2952	1	SIKE1
8388	1	SOCS4
6216	1	BCCIP
3855	1	RBM27
10205	1	ISCA1
10897	1	SNRNP25
15044	1	DDX28
15107	1	HIRIP3
10455	1	PITHD1
11775	1	RAMAC
4679	1	HOMEZ
12776	1	MEA1
413	1	MTF1
14900	1	GPR108
8641	1	C22orf39
2243	1	UBN1
9752	1	MTCL1
6454	1	UTP23
9920	1	SFMBT1
7288	1	DDX19A
1639	1	TMEM208
2537	1	ATG7
11729	1	UBXN8
9696	1	UBXN2A
13764	1	TMEM50A
8764	1	MCM3AP
14792	1	WDR44
11218	1	HIGD2A
13853	1	CHTF8
13575	1	NKRF
2776	1	MPHOSPH10
6971	1	SNAPC5
12797	1	ZCCHC8
382	1	BACH1
8712	1	MOB3A
8326	1	FRYL
9899	1	PHF5A
6974	1	RNF220
6026	1	CACUL1
1059	1	UBE2Q2
14282	1	URB2
6736	1	MPP3
14845	1	B3GNTL1
12392	1	TMED4
10657	1	MICU3
4685	1	TRAK2
6806	1	VPS36
7384	1	DENND11
10284	1	SVIP
10235	1	BRPF1
4146	1	SORD
13599	1	H1-10
9823	1	FOXJ3
14436	1	CUX1
5459	1	PARP16
467	1	MYSM1
6142	1	CWC15
7458	1	MRPS17
9353	1	TMX3
9913	1	MAT2B
13473	1	DCUN1D5
12889	1	ANKRD13A
12800	1	ZNF346
230	1	ARFIP1
9159	1	ASB8
13742	1	NDUFV3
9336	1	MRPL47
1448	1	PHF12
8179	1	UNC119B
926	1	AGGF1
11456	1	ZC2HC1A
9810	1	PHF11
15157	1	SNX12
5231	1	YARS1
15244	1	TXLNG
11946	1	MRPL33
14655	1	SAYSD1
9704	1	ZNF22
4208	1	YY1AP1
11130	1	TUT7
14366	1	ZNF507
10447	1	TLK2
7845	1	TRIAP1
13124	1	MAP3K4
13690	1	FBRSL1
8260	1	RBFA
12386	1	METTL9
5203	1	COMTD1
11639	1	MARCKS
12884	1	RBM22
7689	1	LYPLAL1
11226	1	ENSA
5826	1	ANTKMT
7735	1	ECHDC1
2682	1	MRPS11
307	1	LAP3
13614	1	NKTR
13519	1	TIMM10B
2097	1	RBM18
14592	1	FBH1
2880	1	PUDP
13209	1	EEF1AKNMT
9767	1	USP48
6998	1	CENPV
8739	1	MRPS36
7255	1	SPATA5L1
11761	1	ZC3H7B
10889	1	TASOR
5321	1	SEPHS1
301	1	CDK13
9380	1	EP400
11091	1	TOE1
12866	1	NSUN4
9595	1	CFAP20
7368	1	TMEM242
3262	1	SS18L2
12022	1	UQCR10
10259	1	OARD1
13619	1	ZRSR2
6650	1	CFDP1
7725	1	SHROOM2
3913	1	ZNF302
14390	1	NOL11
11357	1	MAP4K5
598	1	MRPL34
2620	1	PWWP2B
4307	1	RELCH
7363	1	C8orf33
2050	1	ZNF629
2750	1	CIAPIN1
13580	1	KLHL36
5416	1	HSPBAP1
3929	1	HMGXB4
834	1	TGFBRAP1
1148	1	PDRG1
2110	1	ZNF808
1027	1	MKNK2
15234	1	TIMM8B
13405	1	RUFY2
10628	1	SPIN1
4654	1	NDUFA6
11034	1	MRPS21
14596	1	BUD23
4608	1	ESD
2354	1	FAM193A
70	1	MRPS14
11687	1	COX6C
1172	1	UQCR11
10514	1	WDR82
6966	1	PARP8
3255	1	PCNX1
12869	1	ZNF202
2665	1	ATXN7L3B
14868	1	SBNO1
6345	1	RSRC2
11455	1	SBK1
6643	1	PRPF38B
3491	1	TIMM10
6927	1	SELENOH
5312	1	INTS8
782	1	IFT88
933	1	POLR3H
465	1	SPEN
11331	1	ANKIB1
3936	1	HMGXB3
9931	1	ZC3H13
4567	1	TENT2
14487	1	ZNF3
12213	1	RITA1
130	1	BICDL2
2398	1	PLIN5
6756	1	C20orf27
8821	1	VPS39
2710	1	HMGN4
3692	1	AIF1L
14190	1	C12orf29
9539	1	ANGEL2
407	1	ERGIC1
13242	1	OGFOD1
910	1	USP42
1096	1	RABGAP1
2632	1	PPIL4
10990	1	CMAS
14707	1	PFDN6
8039	1	TAF5L
9076	1	PPP4R3A
9047	1	ERI1
5982	1	CRNKL1
9533	1	MYL5
13429	1	SLC49A3
1180	1	CWC27
9606	1	DNAJB14
5361	1	PWWP3B
8141	1	STIM2
11364	1	PCGF3
11552	1	DOCK5
319	1	ZNF143
7779	1	DEDD2
4573	1	INTS13
9729	1	IFFO2
677	1	DPP8
8407	1	IWS1
5613	1	PHRF1
15181	1	RASAL1
8198	1	ANKFY1
14799	1	PXK
2391	1	PDPR
5390	1	TOGARAM1
4878	1	RBMX2
10758	1	TPPP3
4477	1	LCMT2
13552	1	DHX33
11228	1	MYNN
11913	1	GATC
6901	1	NTAN1
2786	1	NDUFB6
12363	1	ZNF518A
7093	1	SMTN
5656	1	DYNLT3
8040	1	RABL3
2197	1	ZNF800
6146	1	MON1B
7857	1	TXNDC17
8975	1	G2E3
11053	1	ZNF398
11098	1	C2orf49
941	1	CCNJ
10187	1	FAM217B
1618	1	DHRS7B
8348	1	GTPBP10
14597	1	FN3KRP
7404	1	TET3
3519	1	COX16
9225	1	ELOVL6
7867	1	WBP4
10681	1	MED11
9303	1	RAP2C
1118	1	HSPB11
7062	1	PAAF1
5007	1	POP4
14716	1	FBXO8
8275	1	OTUD1
9244	1	PBDC1
14191	1	DNAJC16
6889	1	ZNF587B
13446	1	ESF1
10653	1	SCCPDH
977	1	ZSCAN29
12935	1	ASH1L
14718	1	TOMM5
2148	1	ADAMTS15
771	1	RABEPK
10774	1	FBXW2
10785	1	STX17
7296	1	CHURC1
6322	1	LURAP1L
2451	1	CPNE1
8504	1	TPRKB
7102	1	KLHL28
2927	1	DUSP12
12431	1	TSEN15
5787	1	RGP1
13139	1	FAM160B1
8731	1	FAM102A
11320	1	BCL9L
3624	1	MIER3
530	1	NDUFS5
13194	1	ZNF385D
14031	1	ZNF720
4059	1	MRPL57
13240	1	TATDN2
1782	1	CLIC6
10557	1	MSL1
4605	1	TMCC1
11038	1	CEP68
12970	1	COQ7
12941	1	SCYL3
11645	1	GON4L
5098	1	BOD1
28	1	CCDC43
10709	1	MCTP2
13073	1	FAM117A
7406	1	GRPEL2
10265	1	DNPH1
549	1	METTL16
11992	1	FMNL2
3722	1	RFX7
2913	1	BTBD3
10590	1	SLC22A15
202	2	POC1A
445	2	FANCA
498	2	ARSE
682	2	TWIST1
927	2	PAFAH1B1
1080	2	PRDM16
1087	2	RNU4ATAC
1136	2	GLI3
1169	2	KIF7
1220	2	ARID1B
1306	2	SEMA3E
1436	2	ARVCF
1501	2	MKS1
1709	2	SKI
1964	2	EFNB1
2061	2	CPLX1
2218	2	GATA4
2223	2	ROR2
2334	2	ATP6V0A2
2420	2	ARX
2556	2	GTF2IRD1
2809	2	SALL4
3071	2	ZDHHC9
3424	2	CLIP2
3608	2	FLI1
3776	2	GKN2
3864	2	FGFR2
4022	2	KCNAB2
4162	2	LETM1
4253	2	NELFA
4476	2	TBX4
4526	2	PORCN
4701	2	NAA10
4833	2	EYA1
4838	2	CHST14
4842	2	APC2
5115	2	FANCB
5247	2	WNT7A
5457	2	B3GLCT
5603	2	ZBTB20
5612	2	FANCE
5637	2	BRCA2
5981	2	FOXG1
6122	2	MKKS
6350	2	WIPF2
6982	2	EZH2
7287	2	CPLANE1
7478	2	ESCO2
7547	2	FGFR1
7615	2	RAB3GAP2
7896	2	SMOC1
8002	2	BUB1B
8034	2	HYLS1
8045	2	TBX1
8102	2	BCOR
8439	2	RPGRIP1L
8628	2	PIEZO2
8719	2	KIF14
8987	2	FANCG
9309	2	CKAP2L
9318	2	CHN1
10013	2	RMRP
10055	2	FGFR3
10129	2	CD96
10383	2	WDPCP
10401	2	RBM10
10435	2	AKT1
10436	2	GABRD
10582	2	CNTN4
11148	2	TMEM67
11517	2	RAB23
11795	2	MAD2L2
11947	2	PEX6
11987	2	RECQL4
11999	2	NIPBL
12014	2	NSUN2
12285	2	TUBB
12373	2	LFNG
12617	2	NALCN
12668	2	SPECC1L
12678	2	FGFRL1
12860	2	BUB1
12875	2	ALX3
12974	2	CCDC22
13007	2	FANCD2
13056	2	FLNA
13097	2	BMPER
13227	2	FANCF
13238	2	WDR60
13332	2	SEMA5A
13350	2	MASP1
13524	2	A2ML1
13602	2	B9D2
13645	2	SALL1
13661	2	TBX22
13703	2	ALX4
13892	2	COLEC11
13970	2	SOX11
14142	2	KCNH1
14148	2	ZIC2
14517	2	TMEM237
14573	2	TBX2
14611	2	SATB2
14725	2	FANCI
14768	2	CCBE1
15024	2	PEX2
15028	2	SLX4
15195	2	PEX5
1896	2	MAGEL2
3803	2	SNORD116-1
4013	2	SNORD115-1
6367	2	HDAC8
7001	2	NPAP1
9660	2	PWRN1
11635	2	PWAR1
12851	2	SNRPN
13737	2	OTX2
13986	2	MKRN3-AS1
14225	2	IPW
14528	2	MKRN3
6432	2	PTF1A
14255	2	KRAS
9167	2	RUNX3
15153	2	EP300
280	2	NSD2
1462	2	HRAS
6840	2	OFD1
12986	2	BRAF
12527	2	CREBBP
1744	2	SMC1A
2325	2	RFC2
2669	2	NRAS
1007	2	SIN3A
11920	2	GPC4
14540	2	ACTB
2778	2	RAD21
9037	2	EVX1
5929	2	MED12
10792	2	GJA1
2410	2	CEP290
10443	2	BBS12
665	2	MLIP
1359	2	PERM1
4236	2	LMNA
11732	2	ABLIM2
14607	2	BSCL2
14271	2	MAP2K1
4503	2	GTF2I
6976	2	TBC1D20
5036	2	CRBN
9073	2	CASK
12555	2	DHCR7
5033	2	ERCC6
14353	2	TFAP2A
10061	2	LIMK1
8598	2	GPC3
1490	2	CUL4B
685	2	MECP2
1302	2	HSPG2
3493	2	LIG4
8157	2	BBOF1
12745	2	ZFAND2A
9978	2	RAB18
1296	2	DVL1
9364	2	NSD1
5870	2	ELN
6238	2	RAB3GAP1
12154	2	ARNT2
12895	2	OTP
6040	2	SMC3
1056	2	KLLN
5469	2	PTEN
880	2	RPS6KA3
1062	2	MGAT2
12994	2	ATRX
1751	2	RAI1
10241	2	MAP2K2
2658	2	WASHC5
517	2	ERCC4
4201	2	SOS1
3033	2	CHD7
7413	2	JMJD1C
8380	2	BAZ1B
2608	2	CTBP1
7052	2	PTCH1
10888	2	MLXIPL
8046	2	PTPN11
2912	2	FAT4
12507	2	COMT
4695	2	KAT6B
9926	2	SEC24C
9473	2	OCLN
1247	2	FANCL
14580	2	RAF1
3941	2	MYCN
8257	2	PIGN
5410	2	SH2B1
13433	2	SMAD4
1423	2	TCTN2
14075	2	CEP120
10870	2	FAM92A
11756	2	SHANK3
6805	2	ANKRD11
9206	2	TBL2
5667	2	YWHAE
9802	2	CC2D2A
9462	2	GP1BB
11150	2	HIRA
11712	2	NOTCH2
6067	2	XYLT1
9650	2	SMARCA4
2573	2	KMT2D
14832	2	ATR
4525	2	SLC26A2
1676	2	CHRNG
1802	2	PEX1
5148	2	SETBP1
5828	2	YPEL2
12226	2	WNT5A
1623	2	HDAC4
15008	2	POLR1C
4392	2	FBN1
8485	2	FGD1
4350	2	CBL
8505	2	WDR35
787	2	DGCR6
13756	2	UFD1
11215	2	TBL1XR1
4919	2	CEP57
13625	2	RAD51C
13204	2	ASXL1
1020	2	BRIP1
1594	2	SIX6
8476	2	TMEM216
7637	2	PEX26
4036	2	PALB2
12956	2	RREB1
6231	2	SNAP29
4177	2	CLP1
2255	2	PYCR1
3615	2	SLC12A8
1139	2	CTNND2
855	2	ABCC9
7323	2	LEMD3
10021	2	AP1S2
333	2	PQBP1
12109	2	FLII
11443	2	SOS2
3614	2	ZBTB18
13937	2	RIT1
9054	2	HSD17B4
11720	2	RAP1A
6342	2	FANCM
1234	2	EHMT1
8452	2	RAP1B
11028	2	MYH3
11266	2	SHOC2
14699	2	TRPS1
10143	2	VPS13B
799	2	KANSL1
9992	2	LZTR1
6400	2	RERE
9282	2	FBXO31
3768	2	TCOF1
11753	2	BCR
13786	2	DHCR24
11465	2	TRAPPC9
3435	2	SLC35D1
1614	2	MAPRE2
10007	2	KDM6A
5279	2	CHST3
8084	2	PEX3
311	2	CHL1
3611	2	PEX10
8986	2	RAD51
352	2	BMP4
2747	2	CRKL
12041	2	WDR73
8792	2	ERCC1
8397	2	FLNB
1305	2	TGFBR2
2367	2	TCF4
13779	2	NEUROG1
6993	2	FAM20C
7687	2	MENT
14539	2	MXRA7
9397	2	B3GAT3
14096	2	FIG4
14216	2	MAN1B1
14158	2	FMR1
6913	2	ALDH18A1
13868	2	B3GALT6
12361	2	UBE2T
2358	2	RB1
4574	2	MBD5
1190	2	NFIX
851	2	TCTN1
11166	2	KIAA0586
1854	2	DHODH
10555	2	SETD2
14513	2	SMARCB1
1240	2	COL11A2
9860	2	CSPP1
9900	2	SRCAP
13873	2	TP63
10185	2	SMARCE1
7190	2	JAG1
12354	2	SEC23A
10109	2	AGA
10786	2	HUWE1
8894	2	KIF1BP
12655	2	PEX11B
2601	2	SNRPB
7672	2	C16orf46
1956	2	EFTUD2
7131	2	INPP5J
12577	2	OCRL
10817	2	ERCC5
4664	2	ARID1A
10243	2	GLB1
769	2	OPHN1
651	2	LRP2
2861	2	ZNF264
10260	2	EBP
470	2	XRCC2
5658	2	DYNC2LI1
6523	2	B9D1
4313	2	INPP5E
448	2	AMER1
9532	2	MEGF8
11140	2	C2CD3
11449	2	POR
526	2	WT1
1989	2	H19
5088	2	H19-ICR
5579	2	IGF2
12825	2	POU6F2
12837	2	KCNQ1OT1
7170	2	UBE3A
9214	2	PHKG1
3926	2	MROH7
12850	2	CUL7
9819	2	MOGS
2656	2	WDR19
13726	2	KMT2A
2544	2	XYLT2
474	2	FOXC1
1656	2	IER2
4767	2	FOXC2
5530	2	WNT6
8746	2	PITX2
1682	2	SMARCA2
4235	2	ZKSCAN2
8078	2	CLSTN2
1005	2	COL11A1
8069	2	MYOD1
1566	2	LARP7
12522	2	FRAS1
7861	2	UPF3B
2046	2	ZNF592
12344	2	CTCF
6023	2	CAMTA1
3302	2	B4GALT7
9312	2	PIGV
5618	2	PEX16
2168	2	NF1
9796	2	TGDS
12115	2	HMGA2
3973	2	KDM5C
5642	2	SDHC
14048	2	SF3B4
29	2	ZNF736
8184	2	BBS4
6667	2	C12orf57
11066	2	RBM8A
2286	2	MAF
10648	2	MBTPS2
2236	2	EMG1
14102	2	BBS1
2020	2	ABCD2
2539	2	SLC9A6
11287	2	SH3PXD2B
3710	2	DGCR2
14011	2	MEIS2
12966	2	COL2A1
14452	2	SHOX
11925	2	PEX13
9367	2	PEX14
3183	2	PAX3
10778	2	BMP2
14077	2	AJUBA
9242	2	AHDC1
12453	2	PEX12
5987	2	GATA5
6135	2	NKX2-6
12274	2	GATA6
15152	2	GDF1
8962	2	MUSK
2930	2	DEAF1
5210	2	TUBGCP4
13046	2	RNF135
15022	2	PEX19
9973	2	PHF6
2522	2	CANT1
4130	2	RASA2
6609	2	PHGDH
12934	2	FAR1
9118	2	IDS
6787	2	IDUA
12242	2	TWIST2
2645	2	IRX5
2708	2	ERMARD
5330	2	LONP1
13449	2	MAFB
3064	2	ORC1
3871	2	DDX59
1821	2	STAMBP
4807	2	LAS1L
6266	2	TCTN3
4924	2	GNPTAB
7849	2	PTDSS1
5234	2	BBS9
11088	2	KLF8
7138	2	DCHS1
10495	2	CCDC8
5827	2	SOX2
797	2	TMEM231
14787	2	PCLO
7920	2	MYRIP
9914	2	ALDH6A1
83	2	HBA1
2705	2	TBX15
6721	2	GBA
7485	2	NSMCE3
13479	2	NDN
15006	2	STAC3
6386	2	FBN2
9315	2	MYO18B
705	2	POLR1D
1984	2	ATP7A
285	2	KAT6A
14260	2	ZMPSTE24
4798	2	SHH
14152	2	ANK1
11709	2	FREM2
7742	2	FTO
7875	2	TMCO1
3062	2	UBA1
2932	2	CHAMP1
3751	2	HES7
3592	2	NSDHL
8293	2	CHRNA7
10861	2	SUMF1
189	2	PIGO
6251	2	RAPSN
10794	2	ANKLE2
2162	2	IL1RAPL1
10601	2	SNX14
10537	2	GRIP1
13712	2	FREM1
4501	2	TBCE
9186	2	ZNF423
932	2	BBS10
7872	2	PLOD3
7027	2	MARS2
5082	2	ARL13B
91	2	TXNL4A
9015	2	ATIC
9333	2	AUTS2
4440	2	CDKN1C
12565	2	DGCR8
4930	2	KIAA0556
7121	2	POLR1A
1513	2	IER3IP1
3154	2	PTHLH
5074	2	ZIC3
6937	2	HOXD13
8409	2	MIR17HG
631	2	EVC
5311	2	PTRH2
11611	2	UBR1
15025	2	SUFU
9066	2	HELLS
14577	2	XRCC4
1021	2	STRA6
3829	2	TTI2
1	2	MED25
9659	2	IFT27
2991	2	LBR
4062	2	CEP104
6792	2	PUF60
5916	2	FAM184B
14416	2	UBE2A
3577	2	TNNI2
11848	2	EXT1
10720	2	DDR2
2172	2	NEK1
1399	2	TRIP11
4760	2	LTBP4
3057	2	NRARP
4754	2	TBX6
5209	2	AHI1
5182	2	BBIP1
15235	2	COL25A1
9953	2	GORAB
12696	2	ADNP
359	2	AFF4
3951	2	SOX5
3645	2	IFT122
1329	2	SMS
1388	2	IGF1
2532	2	NPHP3
7182	2	ALG3
8740	2	EDNRA
5043	2	CRIPT
2007	2	SC5D
9901	2	CITED2
9363	2	HBA2
12669	2	CCNQ
10003	2	ALG9
6554	2	NEU1
3791	2	GNPAT
12540	2	MAN2B1
5296	2	ALX1
3140	2	LIFR
6413	2	ZSWIM6
12149	2	SERPINH1
9085	2	GPC6
11670	2	UBE3B
533	2	WDR17
5038	2	DYNC2H1
1576	2	SGSH
4196	2	TFAP2B
9016	2	FKBP14
10374	2	DIS3L2
4985	2	RIPPLY2
6725	2	PIGL
8826	2	HCCS
13837	2	SSR4
241	2	IFIH1
9916	2	THOC6
5466	2	SRD5A3
11901	2	DNAJC15
8737	2	TMEM70
12709	2	DOK7
10697	2	TMEM138
4418	2	DLX6
6056	2	GSC
12070	2	ERF
853	2	TRAIP
1243	2	DLL3
623	2	BBS5
13724	2	SIM1
3311	2	BBS7
7468	2	MPLKIP
1590	2	ALDH1L2
11490	2	PSAT1
8453	2	MESP2
1458	2	HOXB1
3051	2	RIN2
234	2	FZD2
2116	2	PEX7
11003	2	SIX1
6150	2	BRWD3
4688	2	EVC2
1803	2	PTCH2
3511	2	KCNJ8
3924	2	RARB
13611	2	HNRNPK
12977	2	SLC29A3
6843	2	SP7
10357	2	ZDHHC15
4980	2	ADGRG6
9682	2	NEU4
13329	2	NEU2
1298	2	CRLF1
9804	2	TMEM107
149	2	ACTG2
1063	2	TNNT3
10319	2	PAX1
3663	2	CDCA7
1892	2	GLE1
14456	2	PDE4D
1612	2	TTC21B
9072	2	ASXL3
9508	2	RYK
14234	2	PHF8
2295	2	RASGRP4
7285	2	COX7B
9342	2	NTNG1
15205	2	SLC35B2
2210	2	CCN2
11415	2	HYI
5329	2	NOMO1
7978	2	NOMO3
8233	2	ERI3
1615	2	SMOX
13805	2	PAOX
10184	2	SLCO4A1
872	2	SYT8
79	3	PSMC6
192	3	PSMD12
337	3	PSME3
485	3	ANAPC5
953	3	PSMB9
1334	3	SKP2
1691	3	TMC2
1695	3	PSMB4
1790	3	PSMC2
1811	3	PRKACG
2361	3	PSMC1
2899	3	ANAPC11
3081	3	PSMA6
3233	3	PSMD13
3250	3	PSMF1
3547	3	PSMA7
3796	3	PSMB2
3876	3	RFWD2
4037	3	PSMA8
4144	3	UBE2D1
4231	3	CDC25A
4272	3	ANAPC10
4276	3	ANAPC15
4527	3	SEL1L
4801	3	PSMB3
5469	3	PTEN
6072	3	PSMD9
6258	3	E2F1
6846	3	PSMA5
6933	3	CDC23
7002	3	PSMB7
7051	3	PSMB10
7071	3	CCNA1
7134	3	ARRB2
7474	3	CCNB1
8128	3	PSMD1
8559	3	ANAPC1
8574	3	CCNE2
9019	3	PSMB5
9055	3	ASB11
9182	3	CDC26
9293	3	PSMD2
9469	3	PSME1
9538	3	PSMD5
9555	3	ANAPC16
9746	3	CDC27
9956	3	CCNA2
9994	3	CDC16
10160	3	PSMA1
10192	3	PSMB6
10201	3	L3MBTL1
10307	3	PSMD6
10435	3	AKT1
10907	3	PSMD4
11234	3	ANAPC7
11289	3	ANAPC4
11599	3	PSMD14
11652	3	CCNE1
11870	3	PSMC5
12416	3	PSMD10
12964	3	PSMD3
12969	3	PSMB1
12980	3	PSMA2
13154	3	UBE2C
13346	3	PSMD8
13522	3	UBE2E1
13539	3	PSMB11
13885	3	PSMA3
14023	3	CSNK2A2
14147	3	PSMA4
14263	3	PSMD11
14865	3	DUOXA1
15021	3	PSMD7
261	3	CENPN
793	3	SKA2
800	3	CKAP5
806	3	DYNLL1
927	3	PAFAH1B1
1121	3	PPP2R5A
1187	3	KNL1
1225	3	AURKB
1625	3	BIRC5
2013	3	ZWINT
2019	3	CDCA8
2289	3	INCENP
2512	3	STRA13
2611	3	PPP2CB
2958	3	PMF1
3404	3	XPO1
3538	3	SGO2
3544	3	MIS12
3649	3	ERCC6L
4125	3	ITGB3BP
4155	3	SEH1L
4316	3	DYNC1LI2
4735	3	CLASP1
5380	3	NUP43
5545	3	SPC24
5659	3	KIF18A
5740	3	ODF3
5750	3	NUP85
5865	3	DYNC1I1
6008	3	PRC1
6102	3	MAPRE1
6677	3	SGO1
6765	3	CENPO
6871	3	APITD1
6909	3	REXO5
7166	3	KIF2B
7518	3	CENPA
7702	3	NUF2
7756	3	PPP2R5C
7784	3	SKA1
8002	3	BUB1B
8463	3	NUP37
8541	3	CENPL
8744	3	NUDC
8769	3	CDC20
8833	3	SPDL1
8915	3	CENPT
8920	3	MAD2L1
9025	3	NUP160
9180	3	DYNLL2
9415	3	NDEL1
9485	3	ZW10
9547	3	PPP2R5E
9625	3	CENPM
9915	3	CENPU
10036	3	CENPP
10343	3	CENPK
10686	3	PPP2R5B
11138	3	CENPH
11650	3	SPC25
11699	3	TAOK1
12100	3	CENPQ
12184	3	CENPI
12747	3	NUP133
12815	3	PPP1CC
12860	3	BUB1
12938	3	SEC13
13157	3	DSN1
13467	3	NDC80
13602	3	B9D2
13840	3	KNTC1
14130	3	KIF2C
14659	3	RANBP2
14922	3	NSL1
15059	3	NUP98
15098	3	CENPE
15203	3	CLASP2
312	3	RUNX1
659	3	HIST1H2AC
818	3	KAT2A
1186	3	HIST3H2BB
1271	3	BCL11B
1371	3	MYB
1397	3	CLSPN
1439	3	RBBP7
1779	3	HIST1H2BM
1908	3	HIST1H2AH
2005	3	HIST1H2BC
